code,grades,level,address,c_s_z,phone,fax,website
35131,KG - 06,Elementary,35 Red Chimney Drive,"Warwick, RI  02886",(401) 734-3535 ,(401) 734-3538 ,www.warwickschools.org/cedarhill/default.htm
35133,KG - 06,Elementary,155 Rocky Point Avenue,"Warwick, RI  02889",(401) 734-3480 ,(401) 734-3483 ,www.warwickschools.org/warneck/default.htm
35135,KG - 06,PK-3/Elementary,833 Centerville Road,"Warwick, RI  02886",(401) 734-3585 ,(401) 734-3588 ,www.warwickschools.org/scott/default.htm
35137,PK - KF,Elementary,575 Centerville Road,"Warwick, RI  02886",(401) 734-3490 ,(401) 734-3493 ,www.warwickschools.org
35139,07 - 08,Middle,575 Centerville Road,"Warwick, RI  02886",(401) 734-3375 ,(401) 734-3385 ,www.warwickschools.org/winman/default.htm
35141,KG - 12,Elementary/Secondary,144 Bignall Street,"Warwick, RI  02888-1005",(401) 941-8353 ,(401) 941-8535 ,www.westbaycollaborative.org/
35201,09 - 12,Secondary,2615 Warwick Avenue,"Warwick, RI  02889",(401) 739-3450 ,(401) 732-8261 ,www.hendricken.com
35205,PK - 08,PK-3/Elementary,120 Mayfair Road              ,"Warwick, RI  02888",(401) 781-9242 ,(401) 467-5673 ,www.stpeterschoolri.com
35301,PK - 12,PK-12,530 Ives Road,"East Greenwich, RI  02818",(401) 884-9070 ,(401) 885-4985 ,www.rockyhill.org
35305,PK - KG,PK-3/Elementary,311 Buttonwoods Avenue,"Warwick, RI  02886",(401) 732-2009 ,,
35313,PK - KG,PK-3/Elementary,358 Forge Road                 ,"Warwick, RI  02818",(401) 884-5486 ,, 
35318,PK - KG,PK-3/Elementary,189 Tollgate Road,"Warwick, RI  02886",(401) 737-0920 ,,
35320,PK - KF,PK Only,11 Clifford Street,"Warwick, RI  02886",(401) 739-1191 ,,
35324,PK - KG,PK-3/Elementary,73 Alhambra Road              ,"Warwick, RI  02886",(401) 732-6160 ,, 
35328,PK - KG,PK-3/Elementary,935 Jefferson Boulevard,"Warwick, RI  02886",(401) 736-8844 ,,
35339,PK - KG,PK-3/Elementary,501 Centerville Road,"Warwick, RI  02886",(401) 732-1122 ,,
35356,KG - 12,Elementary/Secondary,75 Prospect Street,"Warwick, RI  02886",(401) 739-2499 ,(401) 732-1909 ,
35367,PK - KG,PK-3/Elementary,3445 Post Road                ,"Warwick, RI  02886",(401) 738-7081 ,, 
35370,PK - PK,PK Only,849 Centerville Road,"Warwick, RI  02889",(401) 823-3777 ,,
35373,PK - KG,PK-3/Elementary,220 Tollgate Road,"Warwick, RI  02886",(401) 734-1818 ,,
35375,PK - KG,PK-3/Elementary,36 Greco Lane,"warwick, RI  02886",(401) 921-1130 ,,www.romerryschool.com
35501, - ,Postsecondary,400 East Avenue,"Warwick, RI  02886-1807",(401) 825-1000 ,(401) 825-2166 ,www.ccri.edu
35801,,,PO Box 9476,"Warwick, RI  02889",(401) 738-1700 ,,
35803,,,165 Beach Avenue,"Warwick, RI  02889",(401) 739-8584 ,,
35805,,,2800 Post Road,"Warwick, RI  02886",(401) 737-7374 ,(401) 921-0099 ,
35833,,,160 Draper Avenue,"Warwick, RI  02889",(401) 732-5200 ,,
35835,,,140 Warwick Neck Avenue,"Warwick, RI  02889",(401) 739-2844 ,,
35838,,,2339 West Shore Road,"Warwick, RI  02889",,,
35840, - ,Other,218 Buttonwoods Ave,"Warwick,   02886",(401) 732-4666 ,,
35842,,,73 Alhambra Road,"Warwick, RI  02886",(401) 714-4945 ,(401) 490-0005 ,
358A1,,,PO Box 9476,"Warwick, RI  02889",(401) 738-1700 ,,
358A3,,,900 Centerville Road,"Warwick, RI  02886",(401) 828-0130 ,,
358A5,,,36 Greco Lane,"Warwick, RI  02886",(401) 732-1120 ,,
358A7,,,3270 Post Road,"Warwick, RI  02886",(401) 739-2847 ,,
358A9,,,22 Astral Street,"Warwick, RI  02888",(401) 463-6620 ,,
358B1,,,14 Lake Street,"Warwick, RI  ",(401) 384-6859 ,,
358B3,,,2800 Post Road,"Warwick, RI  02886",(401) 738-9747 ,(401) 921-0099 ,
358B5,,,126 Edythe Street,"Warwick, RI  02889",,,
358B7,,,116 Long Street,"Warwick, RI  02886",(401) 739-1916 ,,
358B9,,,250 Commonwealth Avenue,"Warwick, RI  02816",,,
358C1,,,165 Beach Avenue,"Warwick, RI  02889",,,
35900,PK - 12,Other,,,,,
35903, - ,Other,,,,,
35905, - ,Other,2191 Post Road,"Warwick, RI  02886",,,
35908, - ,Other,144 Bignall Street,"Warwick, RI  02888",(401) 941-8353 ,,www.riaepdc.org
35997,PK - 12,Other,,,,,
35999,PK - 12,Other,,,,,
36101,PF - 04,Elementary,15 Church Street,"Bradford, RI  02808",(401) 348-2283 ,(401) 348-2288 ,bes.westerly.k12.ri.us/?sessionid=83eabbdcfc8d57b5fe9e245dfe448730&t;
36104,09 - 12,Secondary,23 Ward Avenue,"Westerly, RI  02891",(401) 596-2109 ,(401) 315-1586 ,whs.westerly.k12.ri.us/?sessionid=d3ab1f4e9f7e0b996c6d9d30e5b41979&t;
36109,KF - 04,Elementary,8 1/2 Plateau Road,"Westerly, RI  02891",(401) 348-2320 ,(401) 348-2325 ,dcs.westerly.k12.ri.us/?sessionid=d04e20bd0e448b1a44a9158b16113477&t;
36190,PF - 12,Other,15 Highland AvenueBabcock Hall,"Westerly, RI  02891",(401) 348-2700 ,(401) 348-2707 ,westerly.k12.ri.us
36302,PK - PK,PK Only,42 Franklin Street,"Westerly, RI  02891",(401) 315-5544 ,,
36324,PK - PK,PK Only,16 Elm Streetc/o Central Baptist Church,"Westerly, RI  02891",(401) 596-4929 ,,
36326,PK - 12,PK-12,93 Tower Street,"Westerly, RI  02891",(401) 637-4205 ,(401) 637-4208 ,
36832,,,5 Union Street,"Westerly, RI  02891",,,
368A0,,,5 Union Street,"Westerly, RI  02891",,,
368A3,,,34 Pond Street,"Westerly, RI  02891",,,
368A5,,,34 Pond Street,"Westerly, RI  02891",,,
368A7,,,42 Franklin Street,"Westerly, RI  02891",,,
368A9,,,93 Tower Street,"Westerly, RI  02891",(401) 348-2715 ,,www.93tower.org/
36901,09 - 12,Other,93 Tower Street,"Westerly, RI  02891",(401) 637-4922 ,,
36903, - ,Other,93 Tower Street,"Westerly, RI  02891",(401) 348-2733 ,,
36991,PK - KF,Other,,,,,
36998,PK - 12,Other,,,,,
38,PK - 12,,10 Harris Avenue ,"West Warwick, RI  02893",(401) 821-1180 ,(401) 822-8463 ,www.westwarwickpublicschools.com
38105,PK - PF,PK Only,1 Brown Street,"West Warwick, RI  02893",(401) 822-8456 ,(401) 822-8477 ,www.westwarwickpublicschools.com
38107,05 - 08,Middle,2 Webster Knight Drive,"West Warwick, RI  02893",(401) 822-8445 ,(401) 822-8474 ,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=34&linkid;=nav-me
38111,PK - 04,PK-3/Elementary,505 Wakefield Street,"West Warwick, RI  02893",(401) 822-8452 ,(401) 822-1509 ,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=58&linkid;=nav-me
38206,PK - 08,PK-3/Elementary,850 Wakefield Street,"West Warwick, RI  02893",(401) 821-3450 ,(401) 821-3516 ,www.sjsww.org
38305,07 - 12,Secondary,222 Washington Street,"West Warwick, RI  02893",(401) 822-1360 ,(401) 823-4694 ,
38335,PK - PK,PK Only,28 Payan Street               ,"West Warwick, RI  02893",(401) 828-2888 ,, 
38803,,,110 Pulaski Street,"West Warwick, RI  02983",(401) 828-8200 ,,
388A0,,,1599 Main Street,"West Warwick, RI  02893",,,
388A2,,,9 New London Avenue,"West Warwick, RI  02893",(401) 828-8210 ,,
388A4,,,297 Cowesett Avenue,"West Warwick, RI  02893",,,
388A6,,,56 Maple Avenue,"West Warwick, RI  02893",(401) 828-6096 ,,
38990,PK - 12,Other,,,,,
38992, - ,Other,,,,,
38997,PK - 12,Other,,,,,
38999,PK - 12,Other,,,,,
39101,KF - 05,Elementary,60 High School Street,"Woonsocket, RI  02895",(401) 767-4856 ,(401) 767-4857 ,harriselementary.weebly.com/
39115,06 - 08,Middle,Woonsocket Middle School at Hamlet60 Florence Dr.,"Woonsocket, RI  02895",(401) 235-6110 ,,woonsocketmiddleschool.weebly.com/
39118,KF - 05,Elementary,657 Logee Street,"Woonsocket, RI  02895",(401) 767-4864 ,(401) 767-4865 ,bernonheights.weebly.com/
39120,KF - 05,Elementary,990 Mendon Road,"Woonsocket, RI  02895",(401) 767-4820 ,(401) 767-4821 ,leosavoieelementaryschool.weebly.com/
39127,10 - 12,Secondary,400 Aylsworth Avenue,"Woonsocket, RI  02895",(401) 767-4662 ,(401) 767-4665 ,woonsocketschools.com
39190,PK - 12,Other,McFee Administration Bldg.108 High Street,"Woonsocket, RI  02895",(401) 767-4600 ,(401) 767-4607 ,woonsocketschools.com
39210,PK - 03,PK-3/Elementary,1371 Park Avenue,"Woonsocket, RI  02895",(401) 767-5902 ,(401) 767-5902 ,www.gwcrs.org
39304,PK - PK,PK Only,204 Warwick Street,"Woonsocket, RI  02895",(401) 769-1850 ,,
39321,KG - 12,Elementary/Secondary,PO Box 1700,"Woonsocket, RI  02895-0856",(401) 235-7418 ,(401) 767-9107 ,
39328,PK - PK,PK Only,2 Bourdon Blvd.,"Woonsocket, RI  02895",(401) 767-1018 ,,
39330,PK - PK,PK Only,2390 Mendon Road,"Woonsocket, RI  02895",(401) 765-8730 ,,
39333,KG - 12,Elementary/Secondary,141 Main Street,"Woonsocket, RI  02895",(401) 767-5959 ,(401) 767-5957 ,
39601,09 - 12,Secondary,320 Main Street,"Woonsocket, RI  02895",(401) 671-6261 ,(401) 671-6264 ,www.beaconart.org
39603,06 - 08,Middle,1 Social Street,"Woonsocket, RI  02895",(401) 671-6261 ,(401) 671-6264 ,www.beaconart.org
39802,,,35 High StreetPO Box 414,"Pascoag, RI  02859",(401) 568-3650 ,(401) 568-4207 ,
39804,,,PO Box 1700,"Woonsocket, RI  02895",(401) 766-3330 ,(401) 767-9107 ,
39806,,,46 Hope Street,"Woonsocket, RI  02895",(401) 766-3384 ,,
39808,,,,,,,
39831,,,204 Warwick Street,"Woonsocket, RI  02895",(401) 769-1850 ,,
39833,,,84 Social Street,"Woonsocket, RI  02895",(401) 766-0516 ,,
39835,,,River Island Park,"Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-2324 ,www.ccfcenter.org
398A1,,,726 Front Street,"Woonsocket, RI  02895",(401) 767-2300 ,,
398A3,,,821 Mendon Road,"Woonsocket, RI  02895",(401) 767-2711 ,,
398A5,,,Harris Avenue,"Woonsocket, RI  02895",,,
398A7,,,Avenue A,"Woonsocket, RI  02895",,,
398A9,,,Corner 1st Ave./Fairmount St.,"Woonsocket, RI  02895",,,
398B1,,,72 Kendrick Avenue,"Woonsocket, RI  02895",,,
398B3,,,84 Social Street,"Woonsocket, RI  02895",(401) 766-0516 ,,
398B5,,,37 Center Street,"Woonsocket, RI  02895",,,
398B7,,,60 High School Street,"Woonsocket, RI  02895",(401) 723-2277 ,(401) 475-4832 ,
398B9,,,72 Kendrick Street,"Woonsocket, RI  02895",(401) 723-2277 ,,
398C1,,,46 Hope Street,"Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-8924 ,
398C3,,,72 Kendrick Avenue,"Woonsocket, RI  02895",,,
398C5,,,706 Social Street,"Woonsocket, RI  02895",(401) 762-2003 ,(401) 762-0599 ,
398C7,,,60 Florence Dr,"Woonsocket, RI  02895",,,
398C9,,,146 Sayles Street,"Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-2324 ,
398D1,,,River Island Park,"Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-2324 ,
398D3,,,180 Sayles Street,"Woonsocket, RI  02895",(401) 762-1600 ,,www.wndc.org
398D5,,,611 Front Street,"Woonsocket, RI  02895",(401) 762-1416 ,,
398D7,,,303 Clinton Street,"Woonsocket, RI  02895",(401) 769-9044 ,,
398D9,,,777 Cass Avenue,"Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-2324 ,wwww.ccfcenter.org
398E1,,,450 Clinton St,"Woonsocket, RI  02895",,,
39900,PK - 12,Other,,,,,
39902, - ,Other,72 Kendrick Avenue,"Woonsocket, RI  02895",,,
39904, - ,Other,"One Social St, P.O. Box 567","Woonsocket , RI  02895",(401) 769-4200 ,,
39906, - ,Other,69 Momorial Drive,"Woonsocket , RI  02895",(401) 765-3673 ,,
39990,PK - 12,Other,,,,,
39998,PK - 12,Other,,,,,
40,09 - 12,,50 Jenckes Hill Road ,"Lincoln, RI  02865",(401) 728-1500 ,(401) 728-8910 ,www.daviestech.org
41,KF - 01,,370 Hartford Avenue,"Providence, RI  02909",(401) 318-0221 ,,www.achievementfirst.org/schools/rhode-island-schools/
42,09 - 12,,43 Hawes Street,"Central Falls, RI  02863",(401) 751-0405 ,(401) 751-0020 ,http://www.nowellacademy.org/
43,KG - 05,,126 Somerset Street,"Providence, RI  02907",(401) 521-9696 ,,www.southsideelementary.org
46,06 - 08,,325 Cowden Street,"Central Falls, RI  02863",(401) 721-0964 ,(401) 721-0984 ,www.segueifl.org
47,KF - 10,,291 Broad St.,"Cumberland, RI  02864",(401) 335-3133 ,,www.blackstonevalleyprep.org
47999,KF - 10,Other,,,,,
48190,PF - 12,Other,42 Lexington Avenue,"Providence, RI  02907",(401) 277-2600 ,,www.highlandercharter.org
50,PF - 12,,One Corliss Park ,"Providence, RI  02908",(401) 222-3525 ,(401) 243-1025 ,www.rideaf.net
50901, - ,Other,One Corliss Park,"Providence, RI  02908",,,
51190,KF - 12,Other,459 Promenade Street,"Providence, RI  02908",(401) 453-2626 ,,www.paulcuffeeschool.org
52190,KF - 05,Other,850 Stony Fort Road,"Saunderstown, RI  02874",(401) 783-8282 ,,www.kingstonhill.org
53,KF - 05,,334 Pleasant Street,"Pawtucket, RI  02860",(401) 721-0824 ,(401) 721-0976 ,www.internationalcharterschool.org
54,09 - 12,,334 Pleasant Street,"Pawtucket, RI  02860",(401) 726-1750 ,(401) 726-1753 ,www.blackstoneacademy.org
55,KF - 08,,537 Old North Road,"Kingston, RI  02881",(401) 788-8322 ,(401) 788-8326 ,www.compassschool.org
56, - ,,26 Oliphant Lane,"Middletown, RI  02842",(401) 847-3916 ,(401) 848-5927 ,
58,09 - 12,,320 Main Street,"Woonsocket, RI  02895",(401) 671-6261 ,(401) 671-6264 ,www.beaconart.org
59,KF - 08,,21 Lincoln Avenue,"Central Falls, RI  02863",(401) 722-9998 ,(401) 722-0990 ,www.thelearningcommunity.com
60,09 - 12,,325 Public Street ,"Providence, RI  02905",(401) 752-2600 ,,www.metcenter.org
61,07 - 12,,158 Messer Street,"Providence, RI  02909",(401) 432-7881 ,(401) 432-7882 ,www.trinityacademyfortheperformingarts.org
61999,07 - 12,Other,,,,,
62190,09 - 12,Other,94 John Potter Road,"West Greenwich, RI  02817",(401) 397-8600 ,,www.thegreeneschool.org
63190,10 - 12,Other,150 Washington Street,"Providence, RI  02903",(401) 680-4900 ,,www.tomorrowsnurses.org
64190,09 - 11,Other,135 Weybosset Street,"Providence, RI  02903",(401) 831-2878 ,,www.vgonline.org
67,06 - 12,,101 Friendship Street4th Floor,"Providence, RI  02903",(401) 528-3576 ,(401) 528-3590 ,www.dcyf.ri.gov
68190,KF - 01,Other,1000 Eddy Street,"Providence, RI  02905",(401) 533-9192 ,,www.hopeacademyri.org
70801,,,Four Griffin Road,"Windsor, CT  06095",,,
70901,PK - 12,Other,175 North Beacon Street,"Watertown, MA  02472",(617) 924-3434 ,,www.perkins.org
70903,PK - 12,Other,411 Waverley Oaks Road,"Waltham, MA  02452",(781) 893-6000 ,,
70905,PK - 12,Other,Round Hill Road,"Northampton, MA  01062",(413) 584-3450 ,,
70907,PK - 12,Other,19 Fairview Street,"Bennington, VT  05201",(802) 447-1557 ,,
70909,PK - 12,Other,38 Narrow RoadP.O. Box 372,"Assonet, MA  02702",(508) 644-3101 ,,
70911,PK - 12,Other,825 Crawford Parkway,"Portsmouth, VA  23704",(757) 391-6633 ,,
70913,PK - 12,Other,596 Summer Street,"Brockton, MA  02302",(508) 588-8800 ,,
70915,PK - 12,Other,431 Chapel Hill Road,"Hancock, NY  13783",(607) 637-8200 ,,
70917,PK - 12,Other,48 Woodbridge Street,"South Hadley, MA  01075",(413) 540-9720 ,,
70919,PK - 12,Other,Box 646,"Madison, CT  06443",(203) 245-2778 ,,
70921,PK - 12,Other,279 Linwood Avenue,"Whitinsville, MA  01588",(508) 234-8211 ,,
70923,PK - 12,Other,l,"Fall River, MA  ",(508) 674-6476 ,,
70925,PK - 12,Other,271 Sharps LOt,"Swansea, MA  02777",(508) 676-3011 ,,
70927,PK - 12,Other,Tauton Hospital60 Hodtes Avenue,"Tauton, MA  02780",(508) 977-3730 ,,
70930,PK - 12,Ungraded,,,,,
70934,PK - 12,Other,425 Morse Hill Road,"Amenia, NY  12501",(845) 373-8111 ,,
70941,PK - 12,Other,1040 Whalley Avenue,"New Haven, CT  06515",(203) 397-1714 ,,
70944,PK - 12,Postsecondary,412 Hale StreetP.O. Box 227,"Prides Crossing, MA  01965",(978) 236-3010 ,,
70947,PK - 12,PK-12,123 Progress Drive,"Wethersfield, CT  06109",(860) 529-4260 ,(860) 257-8500 ,
70951,01 - 12,Elementary/Secondary,2112 Riverdale Street,"West Springfield, MA  01089",(800) 660-4673 ,,
70953,PK - 12,Secondary,124 Deck House Road,"Edgecomb, ME  04556",(207) 882-7055 ,,
70955,05 - 12,Other,PO Box 619/Dr Braley Rd,"East Freetown, MA  02717",,,
70957,PK - 12,Other,343 New Marborough-Southfield Road,"New Marborough, MA  01239-2035",(413) 229-8787 ,(413) 229-4165 ,
70959,01 - 12,Other,397 East Central Street,"Franklin, MA  02038",(508) 520-1998 ,(508) 520-1445 ,
70962,PK - KF,Other,115 Wood Street,"Somerset, MA  02726-5227",(508) 675-5811 ,,
70964,06 - 12,Other,551 Route 6A East Sandwich,"Cape Cod, MA  02537",(508) 888-0489 ,(508) 833-7001 ,
70966,KG - 12,Other,80 Harpin Street,"Bellingham, MA  02018",(508) 883-5403 ,,
70968,09 - 12,Secondary,70 Holcott Drive,"Attleboro, MA  02703",(508) 226-6223 ,(508) 226-7696 ,
70970,09 - 12,Other,373 Elsbree Street,"Fall River, MA  02720",(508) 676-1071 ,,
70972,01 - 12,Other,405 Washington Street,"Hanover, MA  02339",(781) 829-1209 ,,
70974,06 - 12,Other,13 Pelham Road,"Lexington, MA  02421",(781) 274-6800 ,(781) 274-0900 ,
70976,09 - 12,Other,P.O. Box 98Mount Moosilauke Highway,"Haverhill, NH  03765",(603) 989-5100 ,,
70978,01 - 12,Elementary/Secondary,244 Highwatch Road,"Effingham, NH  03882",(800) 473-4221 ,,
70980,PK - 08,Other,64 Lamphor Street,"Fall River, MA  02771",(508) 673-6772 ,,
70982,PK - 12,Other,139 North Main Street,"West Hartford, CT  06107",(860) 570-2300 ,(860) 570-2301 ,
70984,KF - 12,Other,56 Framingham Road,"Marlborough, MA  01752",(508) 481-8077 ,,
70986,KF - 09,Other,1156 North Broadway,"Yonkers, NY  10701",(800) 965-3700 ,(914) 965-3883 ,
70988,KG - 12,Other,1088 Tucker Road,"North Darmouth, MA  02747",(508) 999-1356 ,(508) 997-0117 ,
70990,03 - 12,Elementary/Secondary,1 Mammoth Road,"Manchester, NH  03103-4800",(603) 623-8863 ,,
70992,04 - 12,Elementary/Secondary,130 Calo Lane,"Lake Ozark, MO  65049",(877) 879-2256 ,(573) 365-2224 ,
70994,PK - 08,Elementary/Middle,26 Main Street,"North Grosvernordale, CT  06255",(860) 923-2090 ,(860) 923-3609 ,
70996, - ,Other,100A MacDonough Drive,"Vergennes, VT  05491",,,http://northlands.jobcorps.gov
71,,,255 Westminster Street,"Providence, RI  02903",(401) 222-8435 ,(401) 222-6178 ,
73,,,646 Camp Avenue,"North Kingstown, RI  02852",(401) 395-9200 ,,www.ri.net
75,PK - 12,,640 George Washington HwySuite 200,"Lincoln, RI  02865",(401) 495-2000 ,(401) 333-3572 ,www.nric-ri.org
77,KG - 12,,317 Market Street,"Warren, RI  02885",(401) 245-4998 ,,www.ebecri.org
79190,KG - 08,Other,1 Social Street,"Woonsocket, RI  02895",(401) 765-5127 ,,www.riseprepri.org
90,,,[No Address Assigned], ,,,
96104,KF - 05,Elementary,35 Washington Street,"Bristol, RI  02809",(401) 254-5932 ,(401) 254-5942 ,www.edlinesites.net/pages/Guiteras
96106,KF - 05,PK-3/Elementary,1225 Hope Street,"Bristol, RI  02809",(401) 254-5930 ,(401) 247-3746 ,www.edlinesites.net/pages/Rockwell
96112,06 - 08,Middle,525 Child Street,"Warren, RI  02885",(401) 245-2010 ,(401) 254-5960 ,www.edlinesites.net/pages/Kickemuit_Middle_School
96114,KG - 12,Elementary/Secondary,317 Market Street,"Warren, RI  02885",(401) 245-4998 ,(401) 245-9332 ,www.ebecri.org
96201,PK - 08,Elementary,127 State Street,"Bristol, RI  02809",(401) 253-8455 ,(401) 254-8234 ,www.olmcri.org
96309,PK - PK,PK Only,410 Child Street,"Warren, RI  02885",(401) 247-2503 ,,
96501, - ,Postsecondary,One Old Ferry Road,"Bristol, RI  02809",(401) 253-1040 ,(401) 254-3158 ,www.rwu.edu
96802,,,,,,,
96804,,,10 court Street,"Bristol, RI  02809",(401) 257-1611 ,(401) 410-0019 ,
968A1,,,648 Main Street,"Warren, RI  02885",(401) 245-1174 ,,
968A3,,,1225 Hope Street,"Bristol, RI  02809",(401) 254-5930 ,,
968A5,,,235 High Street,"Bristol, RI  02809",(401) 254-5987 ,,
968A7,,,Bristol Center172 Franklin Street,"Bristol, RI  02809",(401) 254-9629 ,,
968A9,,,574 Hope Street,"Bristol, RI  02809",(401) 253-5987 ,(401) 254-3926 ,www2.bw.k12.ri.us
96900,PK - 12,Other,,,,,
96902, - ,Other,17 Croade Street,"Warren, RI  02885",(401) 247-2177 ,,
96997,PK - 12,Other,,,,,
96999,PK - 12,Other,,,,,
97101,KF - 02,Elementary,100 Victory Highway,"Exeter, RI  02822",(401) 295-8808 ,(401) 295-5340 ,ewg.k12.ri.us
97103,03 - 06,Elementary,30 Nooseneck Hill Road,"Exeter, RI  02822",(401) 397-3375 ,(401) 397-0011 ,ewgrsd.org/Schools/Metcalf/tabid/128/Default.aspx
97106,09 - 12,Secondary,930 Nooseneck Hill Road,"West Greenwich, RI  02817",(401) 397-6893 ,(401) 392-0134 ,sites.google.com/site/ewgseniorhigh/
97302,PK - KG,PK-3/Elementary,51 Technology Way,"West Greenwich, RI  02817",(401) 392-2500 ,,
97304,PK - 08,Elementary,1150 Boston Neck Road,"Narragansett, RI  02882",(401) 783-3222 ,,
97307,KG - KG,PK Only,567 South County Trail #201,"Exeter, RI  02822",(401) 295-5244 ,,
97321,PK - KG,PK-3/Elementary,227 Nooseneck Hill Road        ,"West Greenwich, RI  02817",(401) 397-7832 ,, 
97801,,,100 Starcrest Drive,"Clearwater, FL  33765",(727) 461-1236 ,(727) 442-5911 ,
97901, - ,Other,,,,,
97990,PK - 12,Other,,,,,
97998,PK - 12,Other,,,,,
98,PK - 12,,455A Switch Road ,"Wood River Junction, RI  02894",(401) 364-7575 ,(401) 415-6076 ,www.chariho.k12.ri.us
98101,09 - 12,Secondary,453 Switch Road,"Wood River Junction, RI  02894",(401) 364-7778 ,(401) 415-0436 ,www.chariho.k12.ri.us/chs
98103,05 - 08,Middle,455B Switch Road,"Wood River Junction, RI  02894",(401) 364-0651 ,(401) 223-4925 ,www.chariho.k12.ri.us/middle-school
98105,PK - 04,Elementary,190 Kingstown Road,"Wyoming, RI  02898",(401) 539-2441 ,(401) 633-7139 ,www.chariho.k12.ri.us/ric
98107,PK - 04,Elementary,15 Thelma Drive,"Hope Valley, RI  02832",(401) 539-2321 ,(401) 633-7099 ,www.chariho.k12.ri.us/hv
98190,PK - 12,Other,Switch Road 455A,"Wood River Junction, RI  02894",(401) 364-7575 ,(401) 364-1176 ,www.chariho.k12.ri.us
98303,PK - PK,PK Only,1059 Main StreetPO Box 208,"Hope Valley, RI  02832",(401) 539-3150 ,, 
98307,PK - PK,PK Only,15 East Beach RoadPO Box 1259,"Charlestown, RI  02813",(401) 322-9256 ,,
988A0,,,15 Bakers Pine Road,"Richmond, RI  02898",(401) 539-3002 ,,
988A2,,,Camp Davis Road,"Charlestown, RI  02813",,,
988A4,,,Camp Davis Road,"Charlestown, RI  02813",(401) 364-9679 ,,
98901,01 - 12,Other,15 Baker Pine Rd.,"Wyoming, RI  02898",(401) 539-3002 ,,
98903,,,459 Switch Road,"Wood River Junction, RI  02894",(401) 364-1160 ,(401) 364-1161 ,chariho.k12.ri.us
