code,type,status,name,dist,config,nces,street1,street2,city,zip,phone,url,p_name,p_title
70971,Catholic School (Religious School),Active,St. Stanislaus,Catholic Schools,,,37 Rockland Street,,Fall River,02724,5086746771,,,
70972,Special Education (Special Education),Active,Cardinal Cushing School At Hanover,,,,405 Washington Street,,Hanover,02339,7818291209,,Roberta M Pulaski,Director of Education
70973,Special Education (Special Education),Active,The Walden School  Learning Center for the Deaf,,No,,848 Central Street,,Framingham,01701,5086268581,,,
70974,Special Education (Special Education),Active,Pelham Academy,,Yes,,13 Pelham Road,,Lexington,02421,7812746800,,,
70975,Special Education (Special Education),Active,The New England Center for Children,,Yes,,33 Turnpike Road,,Southborough,01772,5084811015,,,
70976,Special Education (Special Education),Active,The Oliverian School,,Yes,,P.O. Box 98,Mount Moosilauke Highway,Haverhill,03765,6039895100,,,
70977,Special Education (Special Education),Active,"Wediko Children's Services, Inc.",,,,11 Bobcat Boulevard,,Windsor,03244,6034785236,,Harry  Parad Ph.D.,Director
70978,Special Education (Special Education),Active,Lakeview New Hampshire School,,,,244 Highwatch Road,,Effingham,03882,8004734221,,,
70979,Special Education (Special Education),Active,The Doctor Franklin Perkins School,,,,971 Main Street,,Lancaster,01523,9783657376,,,
70980,Catholic School (Religious School),Active,Holy Trinity School,Catholic Schools,,,64 Lamphor Street,,Fall River,02771,5086736772,,Brenda  Gagnon,Principal
70981,Special Education (Special Education),Active,The Youth Villages-Germaine Lawrence Campus,,Yes,,18 Claremont Avenue,,Arlington,02476,7816486200,,,
70982,Special Education (Special Education),Active,American School for the Deaf,Out of State Municipality,Yes,,139 North Main Street,,West Hartford,06107,8605702300,,,
70983,Special Education (Special Education),Active,Walker School,Out of State Municipality,Yes,,1968 Central Avenue,,Needham,02492,7814494500,,,
70984,Special Education (Special Education),Active,Van der Kolk Center- Glenhaven Academy,Out of State Municipality,Yes,,56 Framingham Road,,Marlborough,01752,5084818077,,Aaron  Luba,Director
70985,Special Education (Special Education),Active,Latham Centers,Out of State Municipality,Yes,,1646 Route 6A,,Brewster,02631,5088965776,,Anne  McManus,President & CEO
70986,Special Education (Special Education),Active,Andrus-Orchard School,Out of State Municipality,Yes,,1156 North Broadway,,Yonkers,10701,8009653700,,Raymond  Effinger,Director
70987,Private School (Private School),Active,Hyde School-Woodstock,Out of State Municipality,Yes,,150 Route 169,,Woodstock,06281,8609634790,,Robert  Felt,Head of School
70988,Private School (Private School),Active,Friends Academy,Out of State Municipality,Yes,,1088 Tucker Road,,North Darmouth,02747,5089991356,,,
70989,Private School (Private School),Active,Walden Street School (Justice Resource Institute),Out of State Municipality,Yes,,148 Walden Street,,Concord,01742,9783697611,www.jri.org/walden,Michelle  Vaughan,Program Director
70990,Special Education (Special Education),Active,Jolicoeur School (Easter Seals),Out of State Municipality,,,1 Mammoth Road,,Manchester,03103,6036238863,,,
70991,Catholic School (Religious School),Active,Our Lady of the Valley Regional School,Catholic Schools,,,75 Mendon Street,,Uxbridge,01569,5082785851,,,
70992,Special Education (Special Education),Active,Change Academy at Lake Ozark (CALO),Out of State Municipality,,,130 Calo Lane,,Lake Ozark,65049,8778792256,,Robert  Burroughs,Head of School
70993,Special Education (Special Education),Active,The Home for Little Wanderers,Out of State Municipality,,,900 Ship Pond Road,,Plymouth,02360,5082248041,,,
70994,Catholic School (Religious School),Active,St Joseph School,Out of State Municipality,,,26 Main Street,,North Grosvernordale,06255,8609232090,,Sharon  Briere,Principal
70995,Special Education (Special Education),Active,The Childrens Workshop,Out of State Municipality,,,1443 Fall River Avenue,,Seekonk,02771,5083362677,,Sue  Sullivan,Director
70996,Alternative Education School (Public School),Active,Job Corps Center in Vermont,,Yes,,100A MacDonough Drive,,Vergennes,05491,,http://northlands.jobcorps.gov,,
70997,Special Education (Special Education),Active,Learning Prep School,Out of State Municipality,,,1507 Washington Street,,West Newton,02465,6079650764,nfo@learningprepr.org,David W Lightfoot,Director
79190,District Admin (Public School),Active,RISE Prep Mayoral Academy Admin,RISE Prep Mayoral Academy,,,1 Social Street,,Woonsocket,02895,4017655127,www.riseprepri.org,Rosalind  Murphy,Director
96104,Public LEA School (Public School),Active,Guiteras School,Bristol Warren,Elementary,440006500012,35 Washington Street,,Bristol,02809,4012545932,www.edlinesites.net/pages/Guiteras,Sonya  Whipp,Principal
96105,Public LEA School (Public School),Active,Colt Andrews School,Bristol Warren,Elementary,440006500468,570-574 Hope Street,,Bristol,02809,4012545987,www.edlinesites.net/pages/ColtAndrews,Carolyn  Wolf,Principal
96106,Public LEA School (Public School),Active,Rockwell School,Bristol Warren,Elementary,440006500016,1225 Hope Street,,Bristol,02809,4012545930,www.edlinesites.net/pages/Rockwell,Tara  McAuliffe,Principal
96107,Public LEA School (Public School),Active,Mt. Hope High School,Bristol Warren,400010,440006500009,199 Chestnut Street,,Bristol,02809,4012545980,www.edlinesites.net/pages/MtHope,Donald  Rebello,Principal
96112,Public LEA School (Public School),Active,Kickemuit Middle School,Bristol Warren,Middle,440006500282,525 Child Street,,Warren,02885,4012452010,www.edlinesites.net/pages/Kickemuit_Middle_School,Jared  Vance,Principal
96113,Public LEA School (Public School),Active,Hugh Cole School,Bristol Warren,Yes,440006500278,50 Asylum Road,,Warren,02885,4012451460,www.edlinesites.net/pages/HughCole,Cynthia  Sadler,Principal
96114,Collaborative (Public School),Active,East Bay Educational Collaborative,East Bay Educational Collaborative,Yes,,317 Market Street,,Warren,02885,4012454998,www.ebecri.org,William  Pabst,Principal
96190,District Admin (Public School),Active,Bristol Warren  Public Schools,Bristol Warren,Elementary/Middle/High,,151 State Street,,Bristol,02809,4012534000,www2.bw.k12.ri.us,Mario  Andrade,Superintendent
96201,Catholic School (Religious School),Active,Our Lady of Mt. Carmel,Catholic Schools,No,,127 State Street,,Bristol,02809,4012538455,www.olmcri.org,Janet  Maloney,Principal
96305,Pre School (Private School),Active,Raggedy Ann Nursery School                        ,,Yes,,210 Metacom Avenue            ,,Warren,02885,4012472087, ,Paula S. Cabral,Director
96309,Pre School (Private School),Active,The Children's Workshop-Warren,,Yes,,410 Child Street,,Warren,02885,4012472503,,Kara  Rocha,Director
96310,Pre School (Private School),Active,Little Friends Preschool,,Yes,,300 High Street,PO Box 442,Bristol,02809,4012533053,,Kathleen  Diehl-Boylan,Director
96501,Private Colleges and Universities (Higher Education),Active,Roger Williams University,,No,,One Old Ferry Road,,Bristol,02809,4012531040,www.rwu.edu,Roy J. Nirschel,President
96900,Home School (Home School),Active,Bristol Warren Home Schooling,Bristol Warren,No,,,,,,,,,
96901,Special Education (Special Education),Active,Warren Head Start                                 ,,No,,,,,,,,,
96902,Alternative Education School (Public School),Active,Literacy Volunteers of East Bay,,Yes,,17 Croade Street,,Warren,02885,4012472177,,,
96990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Bristol Warren,No,,,,,,,,,
96997,Special Education (Special Education),Active,Home Instruction                                  ,Bristol Warren,No,,,,,,,,,
96998,Special Education (Special Education),Active,Out-of-State Placement,Bristol Warren,Yes,,,,,,,,,
96999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Bristol Warren,Yes,,,,,,,,,
97101,Public LEA School (Public School),Active,Wawaloam School,Exeter-West Greenwich,Elementary,440036000038,100 Victory Highway,,Exeter,02822,4012958808,ewg.k12.ri.us,Melissa  Marino,Principal
97102,Public LEA School (Public School),Active,Mildred E. Lineham School,Exeter-West Greenwich,Yes,440036000112,859 Nooseneck Hill Road,,West Greenwich,02817,4013973771,ewg.k12.ri.us,,
97103,Public LEA School (Public School),Active,Metcalf School,Exeter-West Greenwich,Elementary,440036000111,30 Nooseneck Hill Road,,Exeter,02822,4013973375,ewgrsd.org/Schools/Metcalf/tabid/128/Default.aspx,,
97105,Public LEA School (Public School),Active,Exeter-West Greenwich Regional  Junior High,Exeter-West Greenwich,Middle,440036000390,930 Nooseneck Hill Road,,West Greenwich,02817,4013976897,sites.google.com/a/ewg.k12.ri.us/ewg-junior-high/,Mary   Slattery,Principal
97106,Public LEA School (Public School),Active,Exeter-West Greenwich Regional High School,Exeter-West Greenwich,400252,440036000391,930 Nooseneck Hill Road,,West Greenwich,02817,4013976893,sites.google.com/site/ewgseniorhigh/,Susan  Chandler,Principal
97190,District Admin (Public School),Active,Exeter-W. Greenwich Schools,Exeter-West Greenwich,Elementary/Middle/High,,940 Nooseneck Hill Road,,West Greenwich,02817,4013975125,www.ewg.k12.ri.us,James H. Erinakes Ed.D.,Superintendent
97302,Pre School (Private School),Active,Bright Horizons-West Greenwich,,Yes,,51 Technology Way,,West Greenwich,02817,4013922500,,Jennifer  Cardullo,Director
97303,"Independent (PK, Elem/Sec)  (Private School)",Active,Meadowbrook Waldorf School,,Yes,,300 Kingstown Road,,Richmond,02892,4014919570,www.meadowbrookschool.com,Charlotte  O'Brien,Principal
97304,"Independent (PK, Elem/Sec)  (Private School)",Active,Quest Montessori School,,Yes,,1150 Boston Neck Road,,Narragansett,02882,4017833222,,Michael  Barclay,Director
97305,Pre School (Private School),Active,Children's Centre of New England,,Yes,,45 Nooseneck Hill Road,,West Greenwich,02817,4018289990,,Linda  Malafronte,Director
97307,Pre School (Private School),Active,The Children's Village,,Yes,,567 South County Trail #201,,Exeter,02822,4012955244,,Maria  Jendza,Director
97308,"Independent (PK, Elem/Sec)  (Private School)",Active,Montessori Pathways School,Exeter-West Greenwich,,,92 Beechwood Hill Trail,,Exeter,02822,4017421846,,Tara  Smith,Head of School
97321,Pre School (Private School),Active,Greenwich Village Nursery and Kindergarten      ,,Yes,,227 Nooseneck Hill Road        ,,West Greenwich,02817,4013977832, ,Rosemary  Reay,Director
97601,Charter School (Public School),Active,The Greene School,The Greene School,High,440001700477,94 John Potter Road,,West Greenwich,02817,4013853670,www.thegreeneschool.org,,
97900,Home School (Home School),Active,Exeter-W. Greenw Home Schooling,Exeter-West Greenwich,No,,,,,,,,,
97901,Special Education (Special Education),Active,Yagoo Valley Pre-school,,No,,,,,,,,,
97902,Alternative Education School (Public School),Active,Exeter Job Corps Academy,,Yes,,162 Main Street,,Exeter,02822,4012686000,exeter.jobcorps.gov/Home.aspx,,
97990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Exeter-West Greenwich,No,,,,,,,,,
97997,Special Education (Special Education),Active,Home Instruction                                  ,Exeter-West Greenwich,No,,,,,,,,,
97998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Exeter-West Greenwich,Yes,,,,,,,,,
97999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Exeter-West Greenwich,Yes,,,,,,,,,
98002,Program (School Within School) (Public School),Active,Chariho VTA,Chariho,No,,,,,,,,,
98101,Public LEA School (Public School),Active,Chariho Regional High School                      ,Chariho,400270,440015000029,453 Switch Road,,Wood River Junction,02894,4013647778,www.chariho.k12.ri.us/chs,Laurie  Weber,Principal
98102,Career Tech (Public School),Active,Chariho Area Career and Technical Center,Chariho,High,440015000457,459 Switch Road,,Wood River Junction,02894,4013646869,www.chariho.k12.ri.us/ctc,Susan  Votto,Director
98103,Public LEA School (Public School),Active,Chariho Regional Middle School,Chariho,Middle,440015000386,455B Switch Road,,Wood River Junction,02894,4013640651,www.chariho.k12.ri.us/middle-school,Gregory  Zenion,Principal
98104,Public LEA School (Public School),Active,Charlestown Elementary School,Chariho,Elementary,440015000030,363 Carolina Back Road,,Charlestown,02813,4013647716,www.chariho.k12.ri.us/chamain,Jennifer  Poore,Principal
98105,Public LEA School (Public School),Active,Richmond Elementary School,Chariho,Yes,440015000251,190 Kingstown Road,,Wyoming,02898,4015392441,www.chariho.k12.ri.us/ric,Sharon  Martin,Principal
98106,Public LEA School (Public School),Active,Ashaway Elementary School,Chariho,Elementary,440015000122,12A Hillside Avenue,,Ashaway,02804,4013772211,www.chariho.k12.ri.us/ash,Jeffrey   Scanapieco,Principal
98107,Public LEA School (Public School),Active,Hope Valley Elementary School,Chariho,Yes,440015000349,15 Thelma Drive,,Hope Valley,02832,4015392321,www.chariho.k12.ri.us/hv,Joe  Gencarelli,Principal
98108,Public LEA School (Public School),Active,The R.Y.S.E. School,Chariho,Elementary/Middle/High,440015000286,459 Switch Road,,Wood River Junction,02894,4013641160,www.chariho.k12.ri.us/rys,Carolyn  Garlick,Principal
98190,District Admin (Public School),Active,Chariho Regional District,Chariho,Elementary/Middle/High,,Switch Road 455A,,Wood River Junction,02894,4013647575,www.chariho.k12.ri.us,Barry J. Ricci,Superintendent
98301,Pre School (Private School),Active,Charlestown Early Learning Center           ,,Yes,,P.O. Box 220                  ,4605 Old Post Road,Charlestown,02813,4013640645, ,Peggy  Kelley,Director
98303,Pre School (Private School),Active,Wood River Preschool                             ,,Yes,,1059 Main Street,PO Box 208,Hope Valley,02832,4015393150, ,Shawna  Worden,Director
98304,Pre School (Private School),Active,Trinity Lutheran Preschool                        ,,Yes,,110 High Street               ,,Ashaway,02804,4013774216, ,Lori S. Calcagni,Director
98307,Pre School (Private School),Active,St. Andrew Preschool,,Yes,,15 East Beach Road,PO Box 1259,Charlestown,02813,4013229256,,Kerry  Gallup,Director
98309,Pre School (Private School),Active,New Hope Preschool,,Yes,,80 Richmond Townhouse Road,PO Box 37,Carolina,02812,4015398947,,Deborah  Kreyssig,Director
